BSDT,{PROD_DIV},{PROD_CD},{POSI_ID},UNDER_IDX,NOTI1,PRIOR_DAYS,FWD_TERM,BAR_HIT,COUP_DOWNBAR_HIT,UNDER_HIT_FG,KAPPA1,KAPPA2,KAPPA3,BASE_PRIC,SPOT_PRIC,ISSU_DT,MATU_DT,COUP_DT1_DAYS,DOWNBARR_FG,COUPON,LOCALCOUP,ISSUE_SPRD,COUP_BARR,BARR,COST_COUP,STCK_NX_CNT,DOWNBARR_HIT,NUM_SPOT_STEPS,PREV_PRIC,CURVE_IR_IRRATE1,DISRATE1_T,DISRATE2_T,DISRATE_FL_T,DISRATE1,DISRATE2,DISRATE_FL,CURVE_IR_IRRATE2,CAPVOL1_CNT,CAPVOL2_CNT,CAPVOL3_CNT,CAPVOL1_T,CAPVOL2_T,CAPVOL3_T,CAPVOL1,CAPVOL2,CAPVOL3,CURVE_IR_IRRATE3,IRRATE1_CNT,IRRATE2_CNT,IRRATE3_CNT,IRRATE1_T,IRRATE2_T,IRRATE3_T,IRRATE1,IRRATE2,IRRATE3,CURVE_IR_IRRATE_FL,ZR_IRRATE_FL_CNT,ZR_IRRATE1_CNT,ZR_IRRATE2_CNT,ZR_IRRATE3_CNT,ZR_IRRATE_FL_T,ZR_IRRATE1_T,ZR_IRRATE2_T,ZR_IRRATE3_T,ZR_IRRATE_FL,ZR_IRRATE1,ZR_IRRATE2,ZR_IRRATE3,FXVOL1,CORR1,FX_CORR1,STOP_PAY_DELAY,{CURVE_VL}CAPVOL1,{CURVE_VL}CAPVOL2,{CURVE_VL}CAPVOL3,{CURVE_VL}IRRATE1,{CURVE_VL}IRRATE2,{CURVE_VL}IRRATE3,{CURVE_IR}ZR_IRRATE_FL,{CURVE_IR}ZR_IRRATE1,{CURVE_IR}ZR_IRRATE2,{CURVE_IR}ZR_IRRATE3,{CURVE_VL}FXVOL1,{CURVE_EQ}SPOT_PRIC,CAPVOL1_IFY,CAPVOL2_IFY,CAPVOL3_IFY,SWAPOPTVOL1_CNT,SWAPOPTVOL2_CNT,SWAPOPTVOL3_CNT
20220323,0,ACL,ACLRELSAMPLE001,1,100000000,36,6,0,0,0,0,0,0,435.02|4166.45|4083.37,,44370,44365,44547|44729|44914|45096|45279|45462,1,0.05,0,0,0.9|0.9|0.85|0.85|0.8|0.6,0.6,0.08,2,0.8,1,1,14|37|37,44376|44468|44559|44650|44741|44833|44924|45015|45106|45195|45288|45379|45470|45562,44377|44407|44439|44469|44498|44530|44561|44592|44620|44651|44680|44712|44742|44771|44804|44834|44865|44895|44925|44957|44985|45016|45044|45077|45107|45138|45169|45198|45230|45260|45289|45322|45351|45380|45412|45443|45471,44377|44407|44439|44469|44498|44530|44561|44592|44620|44651|44680|44712|44742|44771|44804|44834|44865|44895|44925|44957|44985|45016|45044|45077|45107|45138|45169|45198|45230|45260|45289|45322|45351|45380|45412|45443|45471,0.838|0.66|4.422|0.66|0.839|0.66|4.512|0.66|0.84|0.66|4.634|0.661|0.855290022|0.672394666,0.648|2.693|3.764|2.976|2.449|4.026|3.348|3.102|4.574|3.794|2.72|5.198|3.565|2.77|5.072|3.616|2.769|5.07|3.86|3.108|4.664|3.687|2.665|5.41|3.504|2.864|5.32|3.454|2.806|5.469|4.195|4.701|7.35|5.263|4.214|8.502|4.395,4.037|7.477|1.011|5.213|6.047|4.155|0.852|5.616|3.659|4.533|18.47|48.318|3.514|4.108|1.896|4.159|1.708|3.818|0.628|5.426|4.241|3.476|20.294|43.48|3.395|3.999|2.339|3.844|0.622|5.553|0.558|5.045|3.927|3.255|23.349|36.744|2.882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.216|0.366|0.495,0|-0.196|-0.199,1,CAPVOL1,CAPVOL2,CAPVOL3,IRRATE1,IRRATE2,IRRATE3,ZR_IRRATE_FL,ZR_IRRATE1,ZR_IRRATE2,ZR_IRRATE3,FXVOL1_1|FXVOL1_2|FXVOL1_3,SPOT_PRIC_1|SPOT_PRIC_2|SPOT_PRIC_3,,,,,,
